biosequence_name	biosequence_accession	biosequence_gene_name	is_covering	pct_coverage	presence_level	probability	confidence	n_observations	norm_PSMs_per_100K	n_distinct_peptides	n_distinct_synpeptides	chromosome	genetic_locus	start_in_chromosome	end_in_chromosome	strand	relationship_phrase	reference_biosequence	represented_by_biosequence_id	group_number	seq_unique_prots_in_group	protein_group_seq_align_link	is_keratin	is_immunoglobulin	biosequence_description	organism_full_name
Q8NHJ6	Q8NHJ6	LILRB4	C	24.55	canonical	  0.999	  0.000	68	  0.450	7									Q8NHJ6	3959	102				coreProteome GENCODE_v48 SP sp|Q8NHJ6|LIRB4_HUMAN Leukocyte immunoglobulin-like receptor subfamily B member 4 OS=Homo sapiens OX=9606 GN=LILRB4 PE=1 SV=3 \VariantSimple=(5|L)(18|S)(20|D)(223|G)(330|Y)(335|D)(362|E)(362|T)(414|R)	Homo sapiens
P15170	P15170	GSPT1	C	56.71	canonical	  0.999	  0.000	88	  0.450	24									P15170	1709	20				coreProteome GENCODE_v48 SP sp|P15170|ERF3A_HUMAN Eukaryotic peptide chain release factor GTP-binding subunit ERF3A OS=Homo sapiens OX=9606 GN=GSPT1 PE=1 SV=1 	Homo sapiens
P28676	P28676	GCA	C	47.93	canonical	  0.999	  0.000	37	  0.450	7									P28676	1996	14				coreProteome GENCODE_v48 SP sp|P28676|GRAN_HUMAN Grancalcin OS=Homo sapiens OX=9606 GN=GCA PE=1 SV=2 \VariantSimple=(80|A)	Homo sapiens
Q13283	Q13283	G3BP1	C	47.64	canonical	  0.999	  0.000	71	  0.450	13									Q13283	2971	42				coreProteome GENCODE_v48 SP sp|Q13283|G3BP1_HUMAN Ras GTPase-activating protein-binding protein 1 OS=Homo sapiens OX=9606 GN=G3BP1 PE=1 SV=1 \VariantSimple=(78|C)(132|I)(208|C)(320|C)(366|M)	Homo sapiens
Q9NR30	Q9NR30	DDX21	C	33.08	canonical	  0.999	  0.000	139	  0.450	16									Q9NR30	4843	17				coreProteome GENCODE_v48 SP sp|Q9NR30|DDX21_HUMAN Nucleolar RNA helicase 2 OS=Homo sapiens OX=9606 GN=DDX21 PE=1 SV=5 \VariantSimple=(27|I)	Homo sapiens
Q13443	Q13443	ADAM9	C	11.23	canonical	  0.999	  0.000	153	  0.450	9									Q13443	2995	23				coreProteome GENCODE_v48 SP sp|Q13443|ADAM9_HUMAN Disintegrin and metalloproteinase domain-containing protein 9 OS=Homo sapiens OX=9606 GN=ADAM9 PE=1 SV=1 	Homo sapiens
Q8TAG5	Q8TAG5	VSTM2A	C	25.85	canonical	  0.998	  0.000	43	  0.440	4									Q8TAG5	3971	12				coreProteome GENCODE_v48 SP sp|Q8TAG5|VTM2A_HUMAN V-set and transmembrane domain-containing protein 2A OS=Homo sapiens OX=9606 GN=VSTM2A PE=1 SV=3 \VariantSimple=(84|K)	Homo sapiens
O94933	O94933	SLITRK3	C	22.11	canonical	  0.999	  0.000	145	  0.440	17									O94933	1151	6				coreProteome GENCODE_v48 SP sp|O94933|SLIK3_HUMAN SLIT and NTRK-like protein 3 OS=Homo sapiens OX=9606 GN=SLITRK3 PE=1 SV=2 \VariantSimple=(605|V)	Homo sapiens
Q96I15	Q96I15	SCLY	C	48.99	canonical	  0.999	  0.000	82	  0.440	17									Q96I15	4279	32				coreProteome GENCODE_v48 SP sp|Q96I15|SCLY_HUMAN Selenocysteine lyase OS=Homo sapiens OX=9606 GN=SCLY PE=1 SV=4 \VariantSimple=(52|E)(175|T)(276|S)	Homo sapiens
Q9Y265	Q9Y265	RUVBL1	C	48.9	canonical	  0.999	  0.000	73	  0.440	14									Q9Y265	5241	21				coreProteome GENCODE_v48 SP sp|Q9Y265|RUVB1_HUMAN RuvB-like 1 OS=Homo sapiens OX=9606 GN=RUVBL1 PE=1 SV=1 	Homo sapiens
Q16401	Q16401	PSMD5	C	53.77	canonical	  0.999	  0.000	92	  0.440	19									Q16401	3245	16				coreProteome GENCODE_v48 SP sp|Q16401|PSMD5_HUMAN 26S proteasome non-ATPase regulatory subunit 5 OS=Homo sapiens OX=9606 GN=PSMD5 PE=1 SV=3 \VariantSimple=(21|G)(72|H)	Homo sapiens
O15067	O15067	PFAS	C	49.25	canonical	  0.999	  0.000	213	  0.440	39									O15067	795	41				coreProteome GENCODE_v48 SP sp|O15067|PUR4_HUMAN Phosphoribosylformylglycinamidine synthase OS=Homo sapiens OX=9606 GN=PFAS PE=1 SV=4 \VariantSimple=(19|S)(367|L)(481|Y)(621|P)	Homo sapiens
Q96GD0	Q96GD0	PDXP	C	58.11	canonical	  0.999	  0.000	60	  0.440	11									Q96GD0	4259	13				coreProteome GENCODE_v48 SP sp|Q96GD0|PLPP_HUMAN Chronophin OS=Homo sapiens OX=9606 GN=PDXP PE=1 SV=2 	Homo sapiens
Q68BL7	Q68BL7	OLFML2A	C	29.6	canonical	  0.999	  0.000	102	  0.440	15									Q68BL7	3458	7				coreProteome GENCODE_v48 SP sp|Q68BL7|OLM2A_HUMAN Olfactomedin-like protein 2A OS=Homo sapiens OX=9606 GN=OLFML2A PE=1 SV=1 \VariantSimple=(309|A)(425|Q)	Homo sapiens
Q9BXD5	Q9BXD5	NPL	C	56.56	canonical	  0.999	  0.000	63	  0.440	18									Q9BXD5	4543	14				coreProteome GENCODE_v48 SP sp|Q9BXD5|NPL_HUMAN N-acetylneuraminate lyase OS=Homo sapiens OX=9606 GN=NPL PE=1 SV=1 	Homo sapiens
P35637	P35637	FUS	C	25.1	canonical	  0.999	  0.000	50	  0.440	10									P35637	2129	45				coreProteome GENCODE_v48 SP sp|P35637|FUS_HUMAN RNA-binding protein FUS OS=Homo sapiens OX=9606 GN=FUS PE=1 SV=1 \VariantSimple=(191|S)(216|C)(225|V)(230|C)(234|C)(244|C)(254|V)(312|Q)(431|L)(507|D)(514|G)(514|S)(515|C)(517|Q)(518|K)(521|C)(521|G)(521|H)(	Homo sapiens
Q15369	Q15369	ELOC	C	50.89	canonical	  0.999	  0.000	23	  0.440	5									Q15369	3187	7				coreProteome GENCODE_v48 SP sp|Q15369|ELOC_HUMAN Elongin-C OS=Homo sapiens OX=9606 GN=ELOC PE=1 SV=1 	Homo sapiens
P13500	P13500	CCL2	C	29.29	canonical	  0.999	  0.000	10	  0.440	2									P13500	1652	3				coreProteome GENCODE_v48 SP sp|P13500|CCL2_HUMAN C-C motif chemokine 2 OS=Homo sapiens OX=9606 GN=CCL2 PE=1 SV=1 	Homo sapiens
Q07812	Q07812	BAX	C	35.94	canonical	  0.999	  0.000	33	  0.440	5									Q07812	2863	20				coreProteome GENCODE_v48 SP sp|Q07812|BAX_HUMAN Apoptosis regulator BAX OS=Homo sapiens OX=9606 GN=BAX PE=1 SV=1 \VariantSimple=(11|E)(39|R)(67|R)(108|V)	Homo sapiens
O75787	O75787	ATP6AP2	C	47.43	canonical	  0.999	  0.000	56	  0.440	11									O75787	1091	31				coreProteome GENCODE_v48 SP sp|O75787|RENR_HUMAN Renin receptor OS=Homo sapiens OX=9606 GN=ATP6AP2 PE=1 SV=2 \VariantSimple=(71|H)(90|A)(98|S)(290|P)	Homo sapiens
Q86SJ2	Q86SJ2	AMIGO2	C	24.14	canonical	  0.999	  0.000	93	  0.440	9									Q86SJ2	3689	3				coreProteome GENCODE_v48 SP sp|Q86SJ2|AMGO2_HUMAN Amphoterin-induced protein 2 OS=Homo sapiens OX=9606 GN=AMIGO2 PE=1 SV=1 	Homo sapiens
Q9UHF0	Q9UHF0	TAC3	C	66.94	canonical	  0.999	  0.000	26	  0.430	8									Q9UHF0	5099	4				coreProteome GENCODE_v48 SP sp|Q9UHF0|TKNK_HUMAN Tachykinin-3 OS=Homo sapiens OX=9606 GN=TAC3 PE=1 SV=1 \VariantSimple=(80|S)(90|T)	Homo sapiens
P34897	P34897	SHMT2	C	59.13	canonical	  0.999	  0.000	98	  0.430	22									P34896	2098	67				"coreProteome GENCODE_v48 SP sp|P34897|GLYM_HUMAN Serine hydroxymethyltransferase, mitochondrial OS=Homo sapiens OX=9606 GN=SHMT2 PE=1 SV=3 \VariantSimple=(157|S)(186|R)(379|D)(423|S)(435|P)(499|A)"	Homo sapiens
O95968	O95968	SCGB1D1	C	36.67	canonical	  0.999	  0.000	13	  0.430	3									O95968	1243	1				coreProteome GENCODE_v48 SP sp|O95968|SG1D1_HUMAN Secretoglobin family 1D member 1 OS=Homo sapiens OX=9606 GN=SCGB1D1 PE=1 SV=1 	Homo sapiens
Q16576	Q16576	RBBP7	C	57.18	canonical	  0.999	  0.000	64	  0.430	16									P04114	1364	34035				coreProteome GENCODE_v48 SP sp|Q16576|RBBP7_HUMAN Histone-binding protein RBBP7 OS=Homo sapiens OX=9606 GN=RBBP7 PE=1 SV=1 \(25|25|-)(47|H)(47|K)(285|K)(301|H)(373|TGN)	Homo sapiens
P43686	P43686	PSMC4	C	59.57	canonical	  0.999	  0.000	78	  0.430	18									P43686	2250	15				coreProteome GENCODE_v48 SP sp|P43686|PRS6B_HUMAN 26S proteasome regulatory subunit 6B OS=Homo sapiens OX=9606 GN=PSMC4 PE=1 SV=2 	Homo sapiens
P53041	P53041	PPP5C	C	36.27	canonical	  0.999	  0.000	87	  0.430	16									P53041	2459	26				coreProteome GENCODE_v48 SP sp|P53041|PPP5_HUMAN Serine/threonine-protein phosphatase 5 OS=Homo sapiens OX=9606 GN=PPP5C PE=1 SV=1 	Homo sapiens
Q15124	Q15124	PGM5	C	61.02	canonical	  0.999	  0.000	106	  0.430	27									Q15124	3166	14				coreProteome GENCODE_v48 SP sp|Q15124|PGM5_HUMAN Phosphoglucomutase-like protein 5 OS=Homo sapiens OX=9606 GN=PGM5 PE=1 SV=2 	Homo sapiens
Q8N3F0	Q8N3F0	MTURN	C	22.14	canonical	  0.999	  0.000	16	  0.430	2									Q8N3F0	3848	4				coreProteome GENCODE_v48 SP sp|Q8N3F0|MTURN_HUMAN Maturin OS=Homo sapiens OX=9606 GN=MTURN PE=1 SV=2 	Homo sapiens
O15230	O15230	LAMA5	C	28.17	canonical	  0.999	  0.000	590	  0.430	72									Q16787	3276	61				coreProteome GENCODE_v48 SP sp|O15230|LAMA5_HUMAN Laminin subunit alpha-5 OS=Homo sapiens OX=9606 GN=LAMA5 PE=1 SV=8 \VariantSimple=(286|L)(401|A)(498|V)(747|W)(889|M)(1001|G)(1258|T)(1367|E)(1405|T)(1434|A)(1667|W)(1671|M)(1717|Y)(1807|S)(1900|M)(1908|T)	Homo sapiens
P60014	P60014	KRTAP10-10	C	23.51	canonical	  0.999	  0.000	16	  0.430	3									P60014	2568	11				coreProteome GENCODE_v48 SP sp|P60014|KR10A_HUMAN Keratin-associated protein 10-10 OS=Homo sapiens OX=9606 GN=KRTAP10-10 PE=1 SV=1 \VariantSimple=(20|D)(72|P)(86|S)(116|M)(126|S)(129|P)(158|M)	Homo sapiens
Q6UXB2	Q6UXB2	CXCL17	C	22.69	canonical	  0.999	  0.000	16	  0.430	3									Q6UXB2	3572	2				coreProteome GENCODE_v48 SP sp|Q6UXB2|CXL17_HUMAN C-X-C motif chemokine 17 OS=Homo sapiens OX=9606 GN=CXCL17 PE=1 SV=1 	Homo sapiens
P55291	P55291	CDH15	C	24.69	canonical	  0.999	  0.000	123	  0.430	14									P55291	2523	1				coreProteome GENCODE_v48 SP sp|P55291|CAD15_HUMAN Cadherin-15 OS=Homo sapiens OX=9606 GN=CDH15 PE=1 SV=1 \VariantSimple=(8|L)(60|C)(92|W)(122|V)	Homo sapiens
Q96EG1	Q96EG1	ARSG	C	21.9	canonical	  0.999	  0.000	87	  0.430	9									Q96EG1	4228	15				coreProteome GENCODE_v48 SP sp|Q96EG1|ARSG_HUMAN Arylsulfatase G OS=Homo sapiens OX=9606 GN=ARSG PE=1 SV=1 \VariantSimple=(11|V)(45|Y)(236|S)(274|R)(326|G)(385|H)(398|W)(444|M)(481|K)(493|T)	Homo sapiens
Q9GZN8	Q9GZN8	ADISSP	C	31.03	canonical	  0.999	  0.000	29	  0.430	4									Q9GZN8	4610	6				coreProteome GENCODE_v48 SP sp|Q9GZN8|ADSSP_HUMAN Adipose-secreted signaling protein OS=Homo sapiens OX=9606 GN=ADISSP PE=1 SV=3 	Homo sapiens
O95292	O95292	VAPB	C	31.28	canonical	  0.999	  0.000	44	  0.420	7									Q9P0L0	5017	27				coreProteome GENCODE_v48 SP sp|O95292|VAPB_HUMAN Vesicle-associated membrane protein-associated protein B/C OS=Homo sapiens OX=9606 GN=VAPB PE=1 SV=3 \VariantSimple=(46|I)(56|S)	Homo sapiens
Q53FA7	Q53FA7	TP53I3	C	37.05	canonical	  0.999	  0.000	51	  0.420	8									Q53FA7	3343	10				coreProteome GENCODE_v48 SP sp|Q53FA7|QORX_HUMAN Quinone oxidoreductase PIG3 OS=Homo sapiens OX=9606 GN=TP53I3 PE=1 SV=2 \VariantSimple=(180|K)(223|K)	Homo sapiens
Q92734	Q92734	TFG	C	40	canonical	  0.999	  0.000	41	  0.420	12									Q92734	4108	29				coreProteome GENCODE_v48 SP sp|Q92734|TFG_HUMAN Protein TFG OS=Homo sapiens OX=9606 GN=TFG PE=1 SV=2 \VariantSimple=(106|C)(106|H)(107|P)(149|S)(211|V)(285|L)(364|P)	Homo sapiens
P37108	P37108	SRP14	C	45.59	canonical	  0.999	  0.000	22	  0.420	4									P37108	2157	11				coreProteome GENCODE_v48 SP sp|P37108|SRP14_HUMAN Signal recognition particle 14 kDa protein OS=Homo sapiens OX=9606 GN=SRP14 PE=1 SV=2 \VariantSimple=(51|S)(68|I)(124|A)(125|A)(127|T)(130|A)	Homo sapiens
Q15424	Q15424	SAFB	C	16.28	canonical	  0.999	  0.000	125	  0.420	13									Q15424	3197	27				coreProteome GENCODE_v48 SP sp|Q15424|SAFB1_HUMAN Scaffold attachment factor B1 OS=Homo sapiens OX=9606 GN=SAFB PE=1 SV=4 	Homo sapiens
P50914	P50914	RPL14	C	20.93	canonical	  0.999	  0.000	19	  0.420	4									P50914	2393	10				coreProteome GENCODE_v48 SP sp|P50914|RL14_HUMAN Large ribosomal subunit protein eL14 OS=Homo sapiens OX=9606 GN=RPL14 PE=1 SV=4 \VariantSimple=(138|S)(158|159|-)(159|AA)(159|AAA)(159|AAAA)(159|AAAAA)(159|AAAAAA)(159|AAAAAAAA)	Homo sapiens
P12724	P12724	RNASE3	C	32.5	canonical	  0.999	  0.000	25	  0.420	5									P12724	1639	2				coreProteome GENCODE_v48 SP sp|P12724|ECP_HUMAN Eosinophil cationic protein OS=Homo sapiens OX=9606 GN=RNASE3 PE=1 SV=2 \VariantSimple=(72|C)(124|R)(130|R)	Homo sapiens
Q6GMV3	Q6GMV3	PTRHD1	C	25.71	canonical	  0.999	  0.000	25	  0.420	4									Q6GMV3	3476	1				coreProteome GENCODE_v48 SP sp|Q6GMV3|PTRD1_HUMAN Putative peptidyl-tRNA hydrolase PTRHD1 OS=Homo sapiens OX=9606 GN=PTRHD1 PE=1 SV=1 \VariantSimple=(52|Y)(53|Y)(122|Q)(122|W)	Homo sapiens
Q00169	Q00169	PITPNA	C	48.89	canonical	  0.999	  0.000	57	  0.420	11									P48739	2306	29				coreProteome GENCODE_v48 SP sp|Q00169|PIPNA_HUMAN Phosphatidylinositol transfer protein alpha isoform OS=Homo sapiens OX=9606 GN=PITPNA PE=1 SV=2 	Homo sapiens
P35080	P35080	PFN2	C	65.71	canonical	  0.999	  0.000	22	  0.420	5									P35080	2103	16				coreProteome GENCODE_v48 SP sp|P35080|PROF2_HUMAN Profilin-2 OS=Homo sapiens OX=9606 GN=PFN2 PE=1 SV=3 	Homo sapiens
Q99519	Q99519	NEU1	C	47.71	canonical	  0.999	  0.000	73	  0.420	14									Q99519	4396	13				coreProteome GENCODE_v48 SP sp|Q99519|NEUR1_HUMAN Sialidase-1 OS=Homo sapiens OX=9606 GN=NEU1 PE=1 SV=1 \VariantSimple=(54|M)(68|V)(80|L)(88|A)(90|F)(91|R)(179|A)(182|G)(208|Q)(210|A)(217|A)(217|M)(219|A)(222|M)(225|P)(227|R)(231|H)(234|N)(240|R)(243|R)(2	Homo sapiens
Q8N307	Q8N307	MUC20	C	32.86	canonical	  0.999	  0.000	101	  0.420	6									Q8N307	3839	22				coreProteome GENCODE_v48 SP sp|Q8N307|MUC20_HUMAN Mucin-20 OS=Homo sapiens OX=9606 GN=MUC20 PE=1 SV=3 \VariantSimple=(3|S)(18|G)(130|376|-)(184|354|-)(203|354|-)(241|354|-)(442|I)(483|533|-)(514|R)(590|L)(666|W)(671|C)	Homo sapiens
O94772	O94772	LY6H	C	27.14	canonical	  0.999	  0.000	25	  0.420	3									O94772	1129	3				coreProteome GENCODE_v48 SP sp|O94772|LY6H_HUMAN Lymphocyte antigen 6H OS=Homo sapiens OX=9606 GN=LY6H PE=1 SV=1 	Homo sapiens
O43390	O43390	HNRNPR	C	44.39	canonical	  0.999	  0.000	110	  0.420	22									O60506	963	63				coreProteome GENCODE_v48 SP sp|O43390|HNRPR_HUMAN Heterogeneous nuclear ribonucleoprotein R OS=Homo sapiens OX=9606 GN=HNRNPR PE=1 SV=1 \(552|633|-)(585|H)	Homo sapiens
P21802	P21802	FGFR2	C	12.55	canonical	  0.999	  0.000	127	  0.420	10									P04114	1364	34035				coreProteome GENCODE_v48 SP sp|P21802|FGFR2_HUMAN Fibroblast growth factor receptor 2 OS=Homo sapiens OX=9606 GN=FGFR2 PE=1 SV=1 \VariantSimple=(6|P)(57|L)(105|C)(172|F)(186|T)(203|C)(252|FS)(252|F)(252|L)(252|W)(253|R)(263|L)(267|P)(268|TG)(269|270|-)(27	Homo sapiens
P21281	P21281	ATP6V1B2	C	62.62	canonical	  0.999	  0.000	82	  0.420	21									P21281	1853	30				"coreProteome GENCODE_v48 SP sp|P21281|VATB2_HUMAN V-type proton ATPase subunit B, brain isoform OS=Homo sapiens OX=9606 GN=ATP6V1B2 PE=1 SV=3 \VariantSimple=(485|P)"	Homo sapiens
P50993	P50993	ATP1A2	C	23.53	canonical	  0.999	  0.000	165	  0.420	20									P05023	1395	63				coreProteome GENCODE_v48 SP sp|P50993|AT1A2_HUMAN Sodium/potassium-transporting ATPase subunit alpha-2 OS=Homo sapiens OX=9606 GN=ATP1A2 PE=1 SV=1 \VariantSimple=(293|M)(341|F)(366|A)(378|N)(593|Q)(593|W)(689|Q)(715|R)(731|T)(764|P)(874|S)(887|R)(908|Q)(9	Homo sapiens
P48444	P48444	ARCN1	C	39.53	canonical	  0.999	  0.000	89	  0.420	19									P48444	2295	14				coreProteome GENCODE_v48 SP sp|P48444|COPD_HUMAN Coatomer subunit delta OS=Homo sapiens OX=9606 GN=ARCN1 PE=1 SV=1 \VariantSimple=(186|L)(309|N)	Homo sapiens
O43508	O43508	TNFSF12	C	31.33	canonical	  0.999	  0.000	34	  0.410	6									O75888	1100	23				coreProteome GENCODE_v48 SP sp|O43508|TNF12_HUMAN Tumor necrosis factor ligand superfamily member 12 OS=Homo sapiens OX=9606 GN=TNFSF12 PE=1 SV=1 	Homo sapiens
O75635	O75635	SERPINB7	C	30.26	canonical	  0.999	  0.000	71	  0.410	9									P05120	1406	26				coreProteome GENCODE_v48 SP sp|O75635|SPB7_HUMAN Serpin B7 OS=Homo sapiens OX=9606 GN=SERPINB7 PE=1 SV=1 \VariantSimple=(266|Q)	Homo sapiens
Q9Y3C6	Q9Y3C6	PPIL1	C	33.13	canonical	  0.999	  0.000	28	  0.410	5									Q9Y3C6	5307	2				coreProteome GENCODE_v48 SP sp|Q9Y3C6|PPIL1_HUMAN Peptidyl-prolyl cis-trans isomerase-like 1 OS=Homo sapiens OX=9606 GN=PPIL1 PE=1 SV=1 \VariantSimple=(36|S)(45|166|-)(78|C)(82|S)(99|T)(106|DANAGPD)(107|A)(109|C)(127|A)(131|Q)	Homo sapiens
Q53H76	Q53H76	PLA1A	C	26.75	canonical	  0.999	  0.000	55	  0.410	9									Q53H76	3349	6				coreProteome GENCODE_v48 SP sp|Q53H76|PLA1A_HUMAN Phospholipase A1 member A OS=Homo sapiens OX=9606 GN=PLA1A PE=1 SV=2 \VariantSimple=(23|I)(110|H)(284|N)	Homo sapiens
P46108	P46108	CRK	C	64.14	canonical	  0.999	  0.000	58	  0.410	15									P46108	2258	11				coreProteome GENCODE_v48 SP sp|P46108|CRK_HUMAN Adapter molecule crk OS=Homo sapiens OX=9606 GN=CRK PE=1 SV=2 	Homo sapiens
Q16630	Q16630	CPSF6	C	13.07	canonical	  0.999	  0.000	64	  0.410	3									Q16630	3259	8				coreProteome GENCODE_v48 SP sp|Q16630|CPSF6_HUMAN Cleavage and polyadenylation specificity factor subunit 6 OS=Homo sapiens OX=9606 GN=CPSF6 PE=1 SV=2 	Homo sapiens
P50995	P50995	ANXA11	C	23.56	canonical	  0.999	  0.000	65	  0.410	12									P08133	1489	87				coreProteome GENCODE_v48 SP sp|P50995|ANX11_HUMAN Annexin A11 OS=Homo sapiens OX=9606 GN=ANXA11 PE=1 SV=1 \VariantSimple=(38|R)(40|G)(40|Y)(175|R)(189|E)(191|Q)(230|C)(235|Q)(346|C)(457|V)	Homo sapiens
P18054	P18054	ALOX12	C	31.83	canonical	  0.999	  0.000	124	  0.410	15									P18054	1777	4				coreProteome GENCODE_v48 SP sp|P18054|LOX12_HUMAN Polyunsaturated fatty acid lipoxygenase ALOX12 OS=Homo sapiens OX=9606 GN=ALOX12 PE=1 SV=4 \VariantSimple=(134|H)(259|K)(261|R)(298|T)(322|S)(430|H)	Homo sapiens
O95490	O95490	ADGRL2	C	24.61	canonical	  0.999	  0.000	214	  0.410	24									O95490	1201	31				coreProteome GENCODE_v48 SP sp|O95490|AGRL2_HUMAN Adhesion G protein-coupled receptor L2 OS=Homo sapiens OX=9606 GN=ADGRL2 PE=1 SV=2 \VariantSimple=(467|T)	Homo sapiens
P54315	P54315	PNLIPRP1	C	53.32	canonical	  0.999	  0.000	82	  0.400	18									P16233	1738	24				coreProteome GENCODE_v48 SP sp|P54315|LIPR1_HUMAN Inactive pancreatic lipase-related protein 1 OS=Homo sapiens OX=9606 GN=PNLIPRP1 PE=1 SV=1 \VariantSimple=(61|D)(129|C)(271|V)(414|D)(461|P)	Homo sapiens
P05165	P05165	PCCA	C	45.19	canonical	  0.999	  0.000	135	  0.400	29									P05165	1411	52				"coreProteome GENCODE_v48 SP sp|P05165|PCCA_HUMAN Propionyl-CoA carboxylase alpha chain, mitochondrial OS=Homo sapiens OX=9606 GN=PCCA PE=1 SV=4 \VariantSimple=(75|P)(77|W)(138|T)(164|T)(197|E)(229|K)(297|R)(368|G)(373|K)(379|V)(398|R)(399|Q)(423|L)(475|V)"	Homo sapiens
P49321	P49321	NASP	C	40.86	canonical	  0.999	  0.000	133	  0.400	22									P49321	2319	27				coreProteome GENCODE_v48 SP sp|P49321|NASP_HUMAN Nuclear autoantigenic sperm protein OS=Homo sapiens OX=9606 GN=NASP PE=1 SV=2 \VariantSimple=(620|G)	Homo sapiens
Q16820	Q16820	MEP1B	C	28.82	canonical	  0.999	  0.000	87	  0.400	17									Q16820	3280	6				coreProteome GENCODE_v48 SP sp|Q16820|MEP1B_HUMAN Meprin A subunit beta OS=Homo sapiens OX=9606 GN=MEP1B PE=1 SV=3 \VariantSimple=(324|A)(326|M)(695|L)	Homo sapiens
P07814	P07814	EPRS1	C	50.33	canonical	  0.999	  0.000	230	  0.400	58									P07814	1477	41				coreProteome GENCODE_v48 SP sp|P07814|SYEP_HUMAN Bifunctional glutamate/proline--tRNA ligase OS=Homo sapiens OX=9606 GN=EPRS1 PE=1 SV=5 \VariantSimple=(296|P)(308|E)(334|H)(339|1512|-)(893|H)(913|G)(1043|V)(1107|F)(1115|R)(1126|T)(1160|S)(1399|N)	Homo sapiens
Q01524	Q01524	DEFA6	C	63	canonical	  0.999	  0.000	18	  0.400	5									Q01524	2790	2				coreProteome GENCODE_v48 SP sp|Q01524|DEF6_HUMAN Defensin-6 OS=Homo sapiens OX=9606 GN=DEFA6 PE=1 SV=1 	Homo sapiens
P43235	P43235	CTSK	C	10.64	canonical	  0.999	  0.000	45	  0.400	5									P07711	1473	46				coreProteome GENCODE_v48 SP sp|P43235|CATK_HUMAN Cathepsin K OS=Homo sapiens OX=9606 GN=CTSK PE=1 SV=1 \VariantSimple=(79|E)(122|P)(146|R)(277|V)(283|C)(309|P)	Homo sapiens
Q8IX05	Q8IX05	CD302	C	35.34	canonical	  0.999	  0.000	27	  0.400	6									O60449	955	7				coreProteome GENCODE_v48 SP sp|Q8IX05|CD302_HUMAN CD302 antigen OS=Homo sapiens OX=9606 GN=CD302 PE=1 SV=1 \VariantSimple=(200|S)	Homo sapiens
Q7L1Q6	Q7L1Q6	BZW1	C	28.16	canonical	  0.999	  0.000	75	  0.400	11									Q7L1Q6	3637	31				coreProteome GENCODE_v48 SP sp|Q7L1Q6|5MP2_HUMAN eIF5-mimic protein 2 OS=Homo sapiens OX=9606 GN=BZW1 PE=1 SV=1 	Homo sapiens
P51857	P51857	AKR1D1	C	34.36	canonical	  0.999	  0.000	63	  0.400	12									P14550	1689	108				coreProteome GENCODE_v48 SP sp|P51857|AK1D1_HUMAN Aldo-keto reductase family 1 member D1 OS=Homo sapiens OX=9606 GN=AKR1D1 PE=1 SV=1 \(50|326|-)(106|F)(133|R)(198|L)(223|E)(261|C)	Homo sapiens
Q13444	Q13444	ADAM15	C	19.7	canonical	  0.999	  0.000	118	  0.400	13									Q13444	2996	40				coreProteome GENCODE_v48 SP sp|Q13444|ADA15_HUMAN Disintegrin and metalloproteinase domain-containing protein 15 OS=Homo sapiens OX=9606 GN=ADAM15 PE=1 SV=4 \VariantSimple=(191|T)(216|K)(294|H)	Homo sapiens
O15260	O15260	SURF4	C	18.59	canonical	  0.999	  0.000	35	  0.390	4									O15260	819	16				coreProteome GENCODE_v48 SP sp|O15260|SURF4_HUMAN Surfeit locus protein 4 OS=Homo sapiens OX=9606 GN=SURF4 PE=1 SV=3 	Homo sapiens
Q9ULF5	Q9ULF5	SLC39A10	C	14.08	canonical	  0.999	  0.000	102	  0.390	7									Q9ULF5	5174	19				coreProteome GENCODE_v48 SP sp|Q9ULF5|S39AA_HUMAN Zinc transporter ZIP10 OS=Homo sapiens OX=9606 GN=SLC39A10 PE=1 SV=2 \VariantSimple=(87|S)	Homo sapiens
P31323	P31323	PRKAR2B	C	51.44	canonical	  0.999	  0.000	64	  0.390	17									P31323	2053	29				coreProteome GENCODE_v48 SP sp|P31323|KAP3_HUMAN cAMP-dependent protein kinase type II-beta regulatory subunit OS=Homo sapiens OX=9606 GN=PRKAR2B PE=1 SV=3 \VariantSimple=(335|D)	Homo sapiens
O15173	O15173	PGRMC2	C	18.83	canonical	  0.999	  0.000	29	  0.390	3									O00264	702	7				coreProteome GENCODE_v48 SP sp|O15173|PGRC2_HUMAN Membrane-associated progesterone receptor component 2 OS=Homo sapiens OX=9606 GN=PGRMC2 PE=1 SV=1 	Homo sapiens
P23368	P23368	ME2	C	46.75	canonical	  0.999	  0.000	90	  0.390	15									P23368	1903	26				"coreProteome GENCODE_v48 SP sp|P23368|MAOM_HUMAN NAD-dependent malic enzyme, mitochondrial OS=Homo sapiens OX=9606 GN=ME2 PE=1 SV=1 \VariantSimple=(114|L)(450|E)"	Homo sapiens
Q16787	Q16787	LAMA3	C	30.75	canonical	  0.999	  0.000	525	  0.390	75									Q16787	3276	61				coreProteome GENCODE_v48 SP sp|Q16787|LAMA3_HUMAN Laminin subunit alpha-3 OS=Homo sapiens OX=9606 GN=LAMA3 PE=1 SV=3 \VariantSimple=(796|N)(1206|A)(1208|T)(1774|L)(2270|3333|-)(2702|A)(2815|K)(2834|S)	Homo sapiens
